customer_id,customer_name,email,phone,preferred_categories,budget_level,city,registered_at,gender,age_group
226,Khách hàng 226,customer226@email.com,954550177,Váy công sở|Áo dài,high,Đà Nẵng,2021-05-08,Nữ,36-45
227,Khách hàng 227,customer227@email.com,969020451,Áo cưới|Váy công sở,high,Huế,2021-12-14,Nam,26-35
228,Khách hàng 228,customer228@email.com,976776459,Áo cưới,high,Đà Nẵng,2022-06-16,Nam,26-35
229,Khách hàng 229,customer229@email.com,966975380,Váy công sở|Áo dài,high,Hà Nội,2022-03-17,Nữ,26-35
230,Khách hàng 230,customer230@email.com,953112268,Váy công sở|Vest|Áo sơ mi,medium,Hà Nội,2021-03-23,Nữ,26-35
231,Khách hàng 231,customer231@email.com,969849800,Quần tây|Đầm dạ hội,medium,Cần Thơ,2022-03-13,Nam,36-45
232,Khách hàng 232,customer232@email.com,957183837,Quần tây,medium,Huế,2021-02-13,Nữ,18-25
233,Khách hàng 233,customer233@email.com,946850196,Váy công sở|Đầm dạ hội|Áo sơ mi,medium,Hà Nội,2021-03-18,Nữ,18-25
234,Khách hàng 234,customer234@email.com,931473054,Quần tây|Áo cưới|Đầm dạ hội,high,Hà Nội,2021-05-27,Nữ,26-35
235,Khách hàng 235,customer235@email.com,919023909,Quần tây|Áo cưới|Áo dài,low,TP.HCM,2022-10-23,Nữ,18-25
236,Khách hàng 236,customer236@email.com,914346684,Đầm dạ hội|Áo cưới,high,Cần Thơ,2021-06-07,Nam,18-25
237,Khách hàng 237,customer237@email.com,920319387,Áo cưới|Đầm dạ hội|Quần tây,medium,Cần Thơ,2021-05-21,Nữ,18-25
238,Khách hàng 238,customer238@email.com,947405107,Đầm dạ hội|Áo cưới|Váy công sở,high,TP.HCM,2021-04-27,Nữ,26-35
239,Khách hàng 239,customer239@email.com,976980546,Quần tây,low,Cần Thơ,2022-02-01,Nữ,36-45
240,Khách hàng 240,customer240@email.com,969897763,Áo dài|Đầm dạ hội|Quần tây,high,TP.HCM,2022-09-19,Nữ,26-35
241,Khách hàng 241,customer241@email.com,926460116,Quần tây|Áo cưới,low,TP.HCM,2021-03-17,Nam,55+
242,Khách hàng 242,customer242@email.com,921783073,Vest|Quần tây,medium,Đà Nẵng,2022-11-15,Nữ,55+
243,Khách hàng 243,customer243@email.com,982769008,Quần tây|Áo dài,high,Đà Nẵng,2021-11-04,Nữ,55+
244,Khách hàng 244,customer244@email.com,995590648,Quần tây,high,TP.HCM,2022-01-06,Nam,26-35
245,Khách hàng 245,customer245@email.com,941774192,Vest|Áo dài|Váy công sở,low,Huế,2021-01-27,Nam,26-35
246,Khách hàng 246,customer246@email.com,972734149,Áo sơ mi|Váy công sở,medium,Cần Thơ,2021-05-13,Nam,36-45
247,Khách hàng 247,customer247@email.com,974245343,Áo dài|Váy công sở|Đầm dạ hội,medium,Cần Thơ,2022-02-25,Nam,36-45
248,Khách hàng 248,customer248@email.com,926821075,Váy công sở|Áo sơ mi,low,Đà Nẵng,2022-10-20,Nam,26-35
249,Khách hàng 249,customer249@email.com,979438885,Áo cưới,medium,Đà Nẵng,2021-05-12,Nữ,18-25
250,Khách hàng 250,customer250@email.com,968065043,Quần tây|Áo sơ mi|Vest,low,Cần Thơ,2021-02-26,Nam,55+
251,Khách hàng 251,customer251@email.com,950818905,Áo sơ mi,low,TP.HCM,2021-06-15,Nữ,26-35
252,Khách hàng 252,customer252@email.com,979645282,Quần tây|Vest,medium,Đà Nẵng,2021-03-22,Nữ,36-45
253,Khách hàng 253,customer253@email.com,946836194,Vest|Quần tây,high,TP.HCM,2022-10-03,Nam,18-25
254,Khách hàng 254,customer254@email.com,977454225,Áo sơ mi|Váy công sở,low,TP.HCM,2022-08-30,Nữ,26-35
255,Khách hàng 255,customer255@email.com,991220369,Vest|Váy công sở|Áo sơ mi,high,Đà Nẵng,2022-08-01,Nam,26-35
256,Khách hàng 256,customer256@email.com,920901547,Váy công sở,low,Hà Nội,2022-10-19,Nam,46-55
257,Khách hàng 257,customer257@email.com,965913331,Đầm dạ hội|Quần tây|Vest,high,Cần Thơ,2022-10-17,Nữ,36-45
258,Khách hàng 258,customer258@email.com,983226170,Áo cưới,high,Đà Nẵng,2022-10-20,Nữ,26-35
259,Khách hàng 259,customer259@email.com,964504816,Áo cưới|Vest,high,Đà Nẵng,2022-04-10,Nam,26-35
260,Khách hàng 260,customer260@email.com,931217198,Quần tây,low,Huế,2022-03-02,Nam,36-45
261,Khách hàng 261,customer261@email.com,991424562,Áo cưới|Vest,medium,TP.HCM,2021-11-17,Nam,36-45
262,Khách hàng 262,customer262@email.com,927551135,Đầm dạ hội|Quần tây|Váy công sở,medium,Đà Nẵng,2022-06-12,Nam,36-45
263,Khách hàng 263,customer263@email.com,926444612,Áo dài|Đầm dạ hội|Vest,medium,Đà Nẵng,2022-04-06,Nam,55+
264,Khách hàng 264,customer264@email.com,916792127,Vest,low,Đà Nẵng,2022-01-29,Nữ,36-45
265,Khách hàng 265,customer265@email.com,987535841,Áo cưới|Vest|Quần tây,medium,Đà Nẵng,2021-07-14,Nữ,26-35
266,Khách hàng 266,customer266@email.com,972654864,Áo cưới,high,Huế,2021-11-12,Nam,18-25
267,Khách hàng 267,customer267@email.com,977839607,Áo dài|Váy công sở,medium,Huế,2021-09-04,Nam,46-55
268,Khách hàng 268,customer268@email.com,916530784,Áo sơ mi,medium,Hà Nội,2021-10-16,Nam,36-45
269,Khách hàng 269,customer269@email.com,973161098,Áo sơ mi|Quần tây,high,Đà Nẵng,2022-07-04,Nam,36-45
270,Khách hàng 270,customer270@email.com,967838146,Váy công sở,low,TP.HCM,2021-09-28,Nữ,36-45
271,Khách hàng 271,customer271@email.com,963765155,Đầm dạ hội|Áo cưới|Váy công sở,low,Hà Nội,2022-08-07,Nữ,36-45
272,Khách hàng 272,customer272@email.com,919869264,Vest|Đầm dạ hội|Áo sơ mi,medium,Huế,2022-06-01,Nam,26-35
273,Khách hàng 273,customer273@email.com,993650068,Váy công sở|Áo sơ mi,medium,Cần Thơ,2021-05-02,Nữ,26-35
274,Khách hàng 274,customer274@email.com,960089832,Áo dài,medium,Đà Nẵng,2022-07-26,Nam,36-45
275,Khách hàng 275,customer275@email.com,990861208,Váy công sở|Vest,low,Cần Thơ,2022-02-16,Nam,26-35
276,Khách hàng 276,customer276@email.com,954699966,Áo dài|Váy công sở|Quần tây,low,Huế,2022-06-16,Nữ,36-45
277,Khách hàng 277,customer277@email.com,928761086,Vest|Áo sơ mi,high,Đà Nẵng,2022-09-20,Nữ,55+
278,Khách hàng 278,customer278@email.com,950162553,Vest|Áo cưới,high,Cần Thơ,2021-12-11,Nam,46-55
279,Khách hàng 279,customer279@email.com,985554415,Váy công sở|Áo sơ mi|Quần tây,medium,Đà Nẵng,2022-05-02,Nữ,18-25
280,Khách hàng 280,customer280@email.com,924710878,Đầm dạ hội,medium,Huế,2022-08-21,Nữ,36-45
281,Khách hàng 281,customer281@email.com,994457912,Váy công sở|Quần tây,high,Hà Nội,2022-09-04,Nữ,36-45
282,Khách hàng 282,customer282@email.com,987528776,Đầm dạ hội|Quần tây,high,TP.HCM,2021-02-22,Nam,46-55
283,Khách hàng 283,customer283@email.com,993179531,Áo cưới|Vest|Áo sơ mi,high,Huế,2021-06-01,Nữ,26-35
284,Khách hàng 284,customer284@email.com,924749927,Vest|Áo dài|Áo sơ mi,high,TP.HCM,2021-01-20,Nam,36-45
285,Khách hàng 285,customer285@email.com,965426567,Đầm dạ hội|Áo cưới,low,TP.HCM,2022-02-25,Nam,46-55
286,Khách hàng 286,customer286@email.com,918359252,Váy công sở|Áo sơ mi|Áo cưới,high,TP.HCM,2022-06-16,Nữ,26-35
287,Khách hàng 287,customer287@email.com,998882576,Áo sơ mi,medium,Huế,2022-06-23,Nữ,18-25
288,Khách hàng 288,customer288@email.com,981555103,Đầm dạ hội|Vest,medium,Đà Nẵng,2022-07-14,Nữ,26-35
289,Khách hàng 289,customer289@email.com,996343485,Quần tây|Váy công sở,high,Đà Nẵng,2022-09-17,Nữ,46-55
290,Khách hàng 290,customer290@email.com,984905122,Vest|Váy công sở,medium,Đà Nẵng,2021-08-19,Nữ,26-35
291,Khách hàng 291,customer291@email.com,937820354,Váy công sở|Đầm dạ hội,high,Huế,2021-11-21,Nữ,26-35
292,Khách hàng 292,customer292@email.com,946702849,Đầm dạ hội|Áo sơ mi,high,Đà Nẵng,2021-05-05,Nữ,55+
293,Khách hàng 293,customer293@email.com,956323191,Quần tây|Áo sơ mi|Áo cưới,medium,TP.HCM,2021-10-25,Nam,36-45
294,Khách hàng 294,customer294@email.com,920607151,Đầm dạ hội,high,Đà Nẵng,2022-03-29,Nam,26-35
295,Khách hàng 295,customer295@email.com,937121108,Đầm dạ hội|Quần tây|Áo cưới,low,Cần Thơ,2021-10-05,Nữ,26-35
296,Khách hàng 296,customer296@email.com,992634772,Quần tây|Đầm dạ hội|Vest,low,Cần Thơ,2021-09-03,Nữ,26-35
297,Khách hàng 297,customer297@email.com,981275182,Áo dài,high,TP.HCM,2022-10-16,Nam,46-55
298,Khách hàng 298,customer298@email.com,965472370,Áo dài,low,Đà Nẵng,2022-04-29,Nữ,36-45
299,Khách hàng 299,customer299@email.com,910695441,Quần tây,low,Cần Thơ,2021-06-11,Nữ,18-25
300,Khách hàng 300,customer300@email.com,997313825,Quần tây|Áo cưới,medium,TP.HCM,2021-10-22,Nữ,36-45
301,Khách hàng 301,customer301@email.com,922007214,Đầm dạ hội|Quần tây,low,Cần Thơ,2021-08-26,Nữ,36-45
302,Khách hàng 302,customer302@email.com,966087572,Quần tây|Váy công sở|Áo dài,low,TP.HCM,2021-02-07,Nam,26-35
303,Khách hàng 303,customer303@email.com,948851599,Váy công sở|Áo cưới,low,Hà Nội,2021-01-10,Nam,18-25
304,Khách hàng 304,customer304@email.com,954968591,Áo sơ mi|Váy công sở,low,Đà Nẵng,2022-04-11,Nữ,36-45
305,Khách hàng 305,customer305@email.com,977674279,Áo sơ mi|Váy công sở|Áo cưới,low,Huế,2021-10-07,Nam,55+
306,Khách hàng 306,customer306@email.com,954383668,Váy công sở,low,TP.HCM,2022-04-15,Nữ,26-35
307,Khách hàng 307,customer307@email.com,955246430,Đầm dạ hội|Quần tây|Vest,low,Đà Nẵng,2022-08-05,Nữ,26-35
308,Khách hàng 308,customer308@email.com,995728324,Váy công sở|Vest|Quần tây,high,Huế,2022-03-14,Nam,55+
309,Khách hàng 309,customer309@email.com,922802372,Đầm dạ hội|Áo dài|Áo cưới,high,TP.HCM,2021-05-24,Nam,46-55
310,Khách hàng 310,customer310@email.com,945002007,Đầm dạ hội|Vest,low,Huế,2021-08-30,Nữ,18-25
311,Khách hàng 311,customer311@email.com,950526484,Váy công sở|Đầm dạ hội,medium,Cần Thơ,2022-08-10,Nữ,18-25
312,Khách hàng 312,customer312@email.com,958258264,Đầm dạ hội,high,TP.HCM,2021-03-05,Nữ,36-45
313,Khách hàng 313,customer313@email.com,964414096,Áo dài|Áo cưới|Đầm dạ hội,low,Cần Thơ,2022-12-22,Nữ,26-35
314,Khách hàng 314,customer314@email.com,949599276,Quần tây|Áo dài,high,Đà Nẵng,2022-09-22,Nữ,36-45
315,Khách hàng 315,customer315@email.com,974180488,Vest,low,TP.HCM,2022-04-11,Nam,36-45
316,Khách hàng 316,customer316@email.com,983717007,Áo sơ mi|Đầm dạ hội|Áo cưới,high,Huế,2022-07-05,Nam,18-25
317,Khách hàng 317,customer317@email.com,989968863,Váy công sở|Vest|Quần tây,high,Hà Nội,2022-06-23,Nữ,26-35
318,Khách hàng 318,customer318@email.com,920482769,Áo sơ mi|Quần tây,medium,Cần Thơ,2021-04-25,Nữ,36-45
319,Khách hàng 319,customer319@email.com,977845324,Váy công sở,high,TP.HCM,2022-08-10,Nam,18-25
320,Khách hàng 320,customer320@email.com,969302835,Vest|Váy công sở|Đầm dạ hội,high,Hà Nội,2022-11-28,Nữ,18-25
321,Khách hàng 321,customer321@email.com,975609379,Quần tây,high,Hà Nội,2022-06-07,Nữ,55+
322,Khách hàng 322,customer322@email.com,927709269,Váy công sở|Áo dài,medium,Cần Thơ,2022-03-02,Nữ,26-35
323,Khách hàng 323,customer323@email.com,972059365,Áo sơ mi|Áo dài,high,Đà Nẵng,2021-01-23,Nữ,46-55
324,Khách hàng 324,customer324@email.com,939246218,Đầm dạ hội|Áo dài,high,Cần Thơ,2021-03-16,Nữ,18-25
325,Khách hàng 325,customer325@email.com,918557710,Áo cưới,medium,Cần Thơ,2021-03-03,Nữ,18-25
326,Khách hàng 326,customer326@email.com,948532662,Áo cưới,low,Huế,2021-07-04,Nam,18-25
327,Khách hàng 327,customer327@email.com,996688655,Váy công sở,high,Huế,2022-01-19,Nữ,36-45
328,Khách hàng 328,customer328@email.com,920770971,Áo cưới|Váy công sở,medium,Cần Thơ,2021-05-17,Nữ,26-35
329,Khách hàng 329,customer329@email.com,982109613,Váy công sở|Đầm dạ hội|Áo dài,low,Huế,2022-06-26,Nữ,46-55
330,Khách hàng 330,customer330@email.com,910466177,Quần tây,low,Hà Nội,2021-11-02,Nữ,26-35
331,Khách hàng 331,customer331@email.com,966925500,Quần tây|Váy công sở,high,Cần Thơ,2022-01-24,Nam,36-45
332,Khách hàng 332,customer332@email.com,956460773,Vest,medium,TP.HCM,2021-10-10,Nữ,36-45
333,Khách hàng 333,customer333@email.com,914324134,Quần tây,low,Huế,2022-09-22,Nữ,46-55
334,Khách hàng 334,customer334@email.com,919031632,Vest,low,Hà Nội,2022-09-01,Nữ,18-25
335,Khách hàng 335,customer335@email.com,916533225,Áo cưới,high,TP.HCM,2021-02-15,Nam,26-35
336,Khách hàng 336,customer336@email.com,939161379,Áo cưới|Vest,high,Hà Nội,2021-05-24,Nam,26-35
337,Khách hàng 337,customer337@email.com,987507357,Đầm dạ hội|Vest|Áo sơ mi,medium,Cần Thơ,2022-11-20,Nam,26-35
338,Khách hàng 338,customer338@email.com,998612211,Vest|Đầm dạ hội,low,Cần Thơ,2021-08-15,Nữ,26-35
339,Khách hàng 339,customer339@email.com,984721440,Đầm dạ hội|Váy công sở,low,Cần Thơ,2021-06-29,Nữ,36-45
340,Khách hàng 340,customer340@email.com,916292676,Quần tây|Áo cưới|Áo sơ mi,medium,Đà Nẵng,2022-10-21,Nam,26-35
341,Khách hàng 341,customer341@email.com,965878146,Áo cưới|Áo sơ mi|Đầm dạ hội,high,Huế,2021-06-02,Nữ,36-45
342,Khách hàng 342,customer342@email.com,973554620,Áo cưới|Vest,high,TP.HCM,2021-08-19,Nữ,18-25
343,Khách hàng 343,customer343@email.com,972146184,Váy công sở|Quần tây,low,Hà Nội,2022-07-30,Nữ,18-25
344,Khách hàng 344,customer344@email.com,927997624,Áo cưới|Áo sơ mi,high,Huế,2021-09-06,Nữ,36-45
345,Khách hàng 345,customer345@email.com,920612653,Vest|Đầm dạ hội,high,Huế,2022-01-15,Nữ,18-25
346,Khách hàng 346,customer346@email.com,935566010,Áo sơ mi,high,Hà Nội,2021-10-02,Nam,36-45
347,Khách hàng 347,customer347@email.com,915307982,Quần tây|Áo sơ mi,high,Hà Nội,2021-07-12,Nam,55+
348,Khách hàng 348,customer348@email.com,974343201,Quần tây|Váy công sở|Áo sơ mi,low,TP.HCM,2021-12-07,Nữ,18-25
349,Khách hàng 349,customer349@email.com,925745913,Áo dài|Vest,low,Huế,2021-09-06,Nữ,26-35
350,Khách hàng 350,customer350@email.com,942122457,Áo sơ mi|Quần tây|Vest,medium,Cần Thơ,2021-11-26,Nữ,18-25
351,Khách hàng 351,customer351@email.com,997069904,Áo cưới|Váy công sở,high,Đà Nẵng,2021-11-12,Nữ,36-45
352,Khách hàng 352,customer352@email.com,972546007,Đầm dạ hội|Áo sơ mi,medium,Hà Nội,2022-04-26,Nữ,55+
353,Khách hàng 353,customer353@email.com,965556767,Vest|Đầm dạ hội,medium,Hà Nội,2022-07-31,Nữ,36-45
354,Khách hàng 354,customer354@email.com,912176998,Quần tây,low,Đà Nẵng,2022-07-21,Nữ,55+
355,Khách hàng 355,customer355@email.com,930456313,Áo sơ mi|Quần tây|Áo cưới,medium,TP.HCM,2021-12-04,Nữ,26-35
356,Khách hàng 356,customer356@email.com,942981324,Áo cưới,high,Huế,2022-07-18,Nữ,26-35
357,Khách hàng 357,customer357@email.com,996126771,Quần tây|Đầm dạ hội|Váy công sở,medium,Huế,2022-04-17,Nam,26-35
358,Khách hàng 358,customer358@email.com,932718459,Quần tây,medium,TP.HCM,2022-07-14,Nữ,26-35
359,Khách hàng 359,customer359@email.com,917882882,Vest|Áo sơ mi,high,Cần Thơ,2021-02-04,Nam,46-55
360,Khách hàng 360,customer360@email.com,916511491,Váy công sở,high,Hà Nội,2022-02-27,Nam,55+
361,Khách hàng 361,customer361@email.com,941062464,Váy công sở,high,Hà Nội,2022-12-26,Nữ,46-55
362,Khách hàng 362,customer362@email.com,977878323,Áo dài,low,Huế,2022-01-18,Nữ,55+
363,Khách hàng 363,customer363@email.com,999490304,Áo sơ mi,high,Cần Thơ,2022-05-10,Nam,36-45
364,Khách hàng 364,customer364@email.com,984040345,Áo cưới|Áo dài|Quần tây,high,Huế,2021-01-13,Nữ,26-35
365,Khách hàng 365,customer365@email.com,946875077,Áo sơ mi,high,Cần Thơ,2021-10-21,Nữ,18-25
366,Khách hàng 366,customer366@email.com,967790557,Áo sơ mi,high,TP.HCM,2021-04-20,Nữ,26-35
367,Khách hàng 367,customer367@email.com,942342289,Áo sơ mi,low,TP.HCM,2022-09-27,Nữ,26-35
368,Khách hàng 368,customer368@email.com,920605783,Đầm dạ hội|Váy công sở|Quần tây,medium,Đà Nẵng,2022-02-20,Nữ,18-25
369,Khách hàng 369,customer369@email.com,940314047,Áo sơ mi|Vest,high,Đà Nẵng,2022-12-02,Nam,26-35
370,Khách hàng 370,customer370@email.com,914252622,Quần tây,high,Hà Nội,2022-02-20,Nam,36-45
371,Khách hàng 371,customer371@email.com,917531619,Áo cưới|Áo sơ mi,medium,Hà Nội,2022-12-21,Nam,36-45
372,Khách hàng 372,customer372@email.com,968238367,Áo dài,medium,Đà Nẵng,2022-08-03,Nam,46-55
373,Khách hàng 373,customer373@email.com,940838737,Áo sơ mi,low,TP.HCM,2022-12-10,Nam,18-25
374,Khách hàng 374,customer374@email.com,947631028,Áo cưới|Đầm dạ hội|Áo dài,low,Cần Thơ,2022-08-01,Nam,36-45
375,Khách hàng 375,customer375@email.com,937804291,Áo dài|Vest|Đầm dạ hội,low,Cần Thơ,2021-05-28,Nam,46-55
376,Khách hàng 376,customer376@email.com,931803703,Váy công sở|Áo cưới|Áo dài,medium,Cần Thơ,2021-09-04,Nữ,26-35
377,Khách hàng 377,customer377@email.com,961518966,Váy công sở|Áo cưới|Áo sơ mi,medium,TP.HCM,2022-12-07,Nữ,36-45
378,Khách hàng 378,customer378@email.com,923111164,Áo dài|Áo sơ mi|Đầm dạ hội,low,Huế,2021-08-26,Nam,46-55
379,Khách hàng 379,customer379@email.com,992391596,Đầm dạ hội,high,Cần Thơ,2022-02-11,Nữ,26-35
380,Khách hàng 380,customer380@email.com,970471823,Áo dài|Quần tây,medium,Huế,2021-08-22,Nữ,36-45
381,Khách hàng 381,customer381@email.com,934929311,Áo sơ mi|Áo cưới,medium,Cần Thơ,2022-11-08,Nữ,36-45
382,Khách hàng 382,customer382@email.com,943077929,Áo dài|Áo sơ mi,medium,Hà Nội,2021-03-26,Nữ,26-35
383,Khách hàng 383,customer383@email.com,995080736,Vest|Áo cưới,high,TP.HCM,2022-02-03,Nữ,26-35
384,Khách hàng 384,customer384@email.com,910697290,Đầm dạ hội|Áo dài,low,Đà Nẵng,2022-04-01,Nữ,18-25
385,Khách hàng 385,customer385@email.com,927784789,Váy công sở|Đầm dạ hội,low,Hà Nội,2021-07-11,Nam,55+
386,Khách hàng 386,customer386@email.com,978778646,Áo cưới|Áo sơ mi,high,Huế,2021-04-16,Nam,55+
387,Khách hàng 387,customer387@email.com,984386123,Áo dài,medium,Hà Nội,2022-09-04,Nữ,46-55
388,Khách hàng 388,customer388@email.com,949171088,Váy công sở|Đầm dạ hội|Áo cưới,low,Huế,2022-02-02,Nữ,18-25
389,Khách hàng 389,customer389@email.com,942580349,Quần tây,high,Cần Thơ,2022-06-18,Nữ,26-35
390,Khách hàng 390,customer390@email.com,932750139,Quần tây,medium,TP.HCM,2021-10-03,Nữ,18-25
391,Khách hàng 391,customer391@email.com,918491573,Đầm dạ hội|Áo cưới,low,TP.HCM,2022-03-22,Nữ,46-55
392,Khách hàng 392,customer392@email.com,920324210,Áo cưới|Đầm dạ hội,medium,Đà Nẵng,2021-09-15,Nữ,26-35
393,Khách hàng 393,customer393@email.com,976545476,Quần tây,high,Cần Thơ,2022-09-24,Nữ,26-35
394,Khách hàng 394,customer394@email.com,928185096,Áo cưới,low,Đà Nẵng,2021-01-07,Nữ,36-45
395,Khách hàng 395,customer395@email.com,954230340,Đầm dạ hội|Áo sơ mi,medium,Huế,2021-12-09,Nữ,26-35
396,Khách hàng 396,customer396@email.com,928270317,Váy công sở|Quần tây,high,Đà Nẵng,2021-11-25,Nam,36-45
397,Khách hàng 397,customer397@email.com,933842070,Quần tây|Vest|Áo cưới,medium,Huế,2021-11-23,Nữ,18-25
398,Khách hàng 398,customer398@email.com,975901885,Quần tây|Váy công sở,high,Cần Thơ,2021-09-06,Nam,26-35
399,Khách hàng 399,customer399@email.com,958991556,Áo cưới|Đầm dạ hội,medium,Hà Nội,2022-08-01,Nữ,55+
400,Khách hàng 400,customer400@email.com,934149421,Áo sơ mi,high,Cần Thơ,2021-01-28,Nữ,55+
401,Khách hàng 401,customer401@email.com,949101812,Áo cưới|Quần tây|Vest,medium,Hà Nội,2022-02-23,Nữ,55+
402,Khách hàng 402,customer402@email.com,943914361,Áo cưới|Vest|Đầm dạ hội,low,TP.HCM,2022-03-10,Nữ,46-55
403,Khách hàng 403,customer403@email.com,974321792,Áo dài|Áo cưới,high,Cần Thơ,2022-02-15,Nữ,46-55
404,Khách hàng 404,customer404@email.com,914934536,Áo sơ mi|Quần tây|Áo cưới,high,Đà Nẵng,2022-12-20,Nữ,36-45
405,Khách hàng 405,customer405@email.com,943316996,Áo sơ mi|Quần tây|Áo dài,low,Đà Nẵng,2021-06-20,Nữ,26-35
406,Khách hàng 406,customer406@email.com,996804457,Áo sơ mi|Áo dài|Váy công sở,high,Huế,2021-12-06,Nữ,18-25
407,Khách hàng 407,customer407@email.com,944727276,Áo dài|Váy công sở,low,TP.HCM,2022-06-07,Nam,18-25
408,Khách hàng 408,customer408@email.com,987206788,Áo sơ mi|Váy công sở|Quần tây,high,TP.HCM,2022-04-02,Nam,26-35
409,Khách hàng 409,customer409@email.com,988999206,Áo cưới|Váy công sở,high,Cần Thơ,2021-06-04,Nữ,36-45
410,Khách hàng 410,customer410@email.com,949652241,Áo dài|Áo cưới,low,Huế,2021-03-29,Nữ,46-55
411,Khách hàng 411,customer411@email.com,929015320,Váy công sở,high,Đà Nẵng,2021-11-16,Nam,26-35
412,Khách hàng 412,customer412@email.com,974817230,Áo cưới|Vest,high,Đà Nẵng,2022-05-03,Nữ,18-25
413,Khách hàng 413,customer413@email.com,970726434,Áo cưới,high,Đà Nẵng,2021-03-10,Nữ,36-45
414,Khách hàng 414,customer414@email.com,913031322,Áo dài|Quần tây,low,Đà Nẵng,2022-10-26,Nữ,26-35
415,Khách hàng 415,customer415@email.com,942737441,Quần tây,low,Cần Thơ,2021-06-28,Nữ,36-45
416,Khách hàng 416,customer416@email.com,972015859,Vest|Đầm dạ hội|Áo sơ mi,medium,TP.HCM,2022-02-19,Nam,26-35
417,Khách hàng 417,customer417@email.com,913918120,Vest|Váy công sở|Áo cưới,medium,Cần Thơ,2021-07-22,Nữ,46-55
418,Khách hàng 418,customer418@email.com,910597274,Áo sơ mi|Áo cưới,medium,TP.HCM,2021-07-30,Nam,18-25
419,Khách hàng 419,customer419@email.com,987490324,Váy công sở|Quần tây,low,Hà Nội,2022-07-04,Nữ,26-35
420,Khách hàng 420,customer420@email.com,936450861,Đầm dạ hội,medium,Huế,2021-04-27,Nữ,18-25
421,Khách hàng 421,customer421@email.com,995779702,Quần tây|Áo cưới,high,Đà Nẵng,2022-09-04,Nam,36-45
422,Khách hàng 422,customer422@email.com,925331969,Áo sơ mi|Áo cưới,high,Đà Nẵng,2021-12-27,Nữ,26-35
423,Khách hàng 423,customer423@email.com,949922369,Áo sơ mi|Vest,high,Cần Thơ,2022-08-28,Nữ,26-35
424,Khách hàng 424,customer424@email.com,952035079,Quần tây,low,Hà Nội,2021-09-02,Nữ,36-45
425,Khách hàng 425,customer425@email.com,928972822,Áo dài|Vest,medium,Cần Thơ,2022-02-02,Nữ,36-45
426,Khách hàng 426,customer426@email.com,961500679,Áo sơ mi|Vest,high,Huế,2021-07-10,Nữ,18-25
427,Khách hàng 427,customer427@email.com,996605343,Quần tây|Áo sơ mi,high,TP.HCM,2022-07-23,Nam,26-35
428,Khách hàng 428,customer428@email.com,928830282,Áo cưới,medium,TP.HCM,2021-11-19,Nam,36-45
429,Khách hàng 429,customer429@email.com,911286267,Áo sơ mi|Áo dài,medium,Huế,2021-05-20,Nữ,18-25
430,Khách hàng 430,customer430@email.com,985374270,Váy công sở,medium,Cần Thơ,2022-10-31,Nữ,55+
431,Khách hàng 431,customer431@email.com,965784972,Áo cưới|Quần tây,medium,Huế,2022-05-16,Nam,46-55
432,Khách hàng 432,customer432@email.com,914142053,Áo dài,high,TP.HCM,2021-10-27,Nữ,36-45
433,Khách hàng 433,customer433@email.com,982156607,Đầm dạ hội,low,Đà Nẵng,2021-06-22,Nam,26-35
434,Khách hàng 434,customer434@email.com,983782999,Áo sơ mi|Quần tây,medium,Cần Thơ,2021-04-26,Nữ,26-35
435,Khách hàng 435,customer435@email.com,982751830,Áo dài|Đầm dạ hội|Áo sơ mi,medium,Hà Nội,2022-03-28,Nữ,26-35
436,Khách hàng 436,customer436@email.com,997734330,Vest|Áo cưới|Áo dài,high,TP.HCM,2021-11-01,Nữ,46-55
437,Khách hàng 437,customer437@email.com,956785209,Áo cưới,medium,Hà Nội,2022-03-26,Nữ,18-25
438,Khách hàng 438,customer438@email.com,938169370,Váy công sở,low,Cần Thơ,2022-12-07,Nữ,18-25
439,Khách hàng 439,customer439@email.com,994929036,Váy công sở|Quần tây,high,Huế,2021-06-19,Nam,26-35
440,Khách hàng 440,customer440@email.com,986514083,Vest|Váy công sở|Quần tây,low,Đà Nẵng,2022-06-30,Nữ,36-45
441,Khách hàng 441,customer441@email.com,953440052,Áo sơ mi|Váy công sở,low,Đà Nẵng,2021-10-24,Nữ,18-25
442,Khách hàng 442,customer442@email.com,965243509,Đầm dạ hội|Áo sơ mi|Áo dài,low,Hà Nội,2021-10-11,Nam,36-45
443,Khách hàng 443,customer443@email.com,929628462,Vest|Quần tây|Váy công sở,low,Đà Nẵng,2021-09-11,Nam,46-55
444,Khách hàng 444,customer444@email.com,994879557,Áo cưới|Váy công sở|Vest,high,Đà Nẵng,2022-10-05,Nữ,55+
445,Khách hàng 445,customer445@email.com,995044078,Áo cưới|Váy công sở,low,Hà Nội,2022-02-17,Nữ,36-45
446,Khách hàng 446,customer446@email.com,975504221,Quần tây|Đầm dạ hội|Váy công sở,medium,Đà Nẵng,2022-08-19,Nữ,36-45
447,Khách hàng 447,customer447@email.com,922501261,Váy công sở,high,Huế,2022-10-13,Nam,36-45
448,Khách hàng 448,customer448@email.com,963380520,Quần tây|Đầm dạ hội|Áo dài,high,TP.HCM,2022-03-16,Nam,26-35
449,Khách hàng 449,customer449@email.com,953334226,Áo cưới,medium,Đà Nẵng,2021-12-12,Nữ,36-45
