customer_id,customer_name,email,phone,preferred_categories,budget_level,city,registered_at
257,Khách hàng 257,customer257@email.com,0965913331,Đầm dạ hội|Quần tây|Vest,high,Cần Thơ,2022-10-17
258,Khách hàng 258,customer258@email.com,0983226170,Áo cưới,high,Đà Nẵng,2022-10-20
259,Khách hàng 259,customer259@email.com,0964504816,Áo cưới|Vest,high,Đà Nẵng,2022-04-10
260,Khách hàng 260,customer260@email.com,0931217198,Quần tây,low,Huế,2022-03-02
261,Khách hàng 261,customer261@email.com,0991424562,Áo cưới|Vest,medium,TP.HCM,2021-11-17
262,Khách hàng 262,customer262@email.com,0927551135,Đầm dạ hội|Quần tây|Váy công sở,medium,Đà Nẵng,2022-06-12
263,Khách hàng 263,customer263@email.com,0926444612,Áo dài|Đầm dạ hội|Vest,medium,Đà Nẵng,2022-04-06
264,Khách hàng 264,customer264@email.com,0916792127,Vest,low,Đà Nẵng,2022-01-29
265,Khách hàng 265,customer265@email.com,0987535841,Áo cưới|Vest|Quần tây,medium,Đà Nẵng,2021-07-14
266,Khách hàng 266,customer266@email.com,0972654864,Áo cưới,high,Huế,2021-11-12
267,Khách hàng 267,customer267@email.com,0977839607,Áo dài|Váy công sở,medium,Huế,2021-09-04
268,Khách hàng 268,customer268@email.com,0916530784,Áo sơ mi,medium,Hà Nội,2021-10-16
269,Khách hàng 269,customer269@email.com,0973161098,Áo sơ mi|Quần tây,high,Đà Nẵng,2022-07-04
270,Khách hàng 270,customer270@email.com,0967838146,Váy công sở,low,TP.HCM,2021-09-28
271,Khách hàng 271,customer271@email.com,0963765155,Đầm dạ hội|Áo cưới|Váy công sở,low,Hà Nội,2022-08-07
272,Khách hàng 272,customer272@email.com,0919869264,Vest|Đầm dạ hội|Áo sơ mi,medium,Huế,2022-06-01
273,Khách hàng 273,customer273@email.com,0993650068,Váy công sở|Áo sơ mi,medium,Cần Thơ,2021-05-02
274,Khách hàng 274,customer274@email.com,0960089832,Áo dài,medium,Đà Nẵng,2022-07-26
275,Khách hàng 275,customer275@email.com,0990861208,Váy công sở|Vest,low,Cần Thơ,2022-02-16
276,Khách hàng 276,customer276@email.com,0954699966,Áo dài|Váy công sở|Quần tây,low,Huế,2022-06-16
277,Khách hàng 277,customer277@email.com,0928761086,Vest|Áo sơ mi,high,Đà Nẵng,2022-09-20
278,Khách hàng 278,customer278@email.com,0950162553,Vest|Áo cưới,high,Cần Thơ,2021-12-11
279,Khách hàng 279,customer279@email.com,0985554415,Váy công sở|Áo sơ mi|Quần tây,medium,Đà Nẵng,2022-05-02
280,Khách hàng 280,customer280@email.com,0924710878,Đầm dạ hội,medium,Huế,2022-08-21
281,Khách hàng 281,customer281@email.com,0994457912,Váy công sở|Quần tây,high,Hà Nội,2022-09-04
282,Khách hàng 282,customer282@email.com,0987528776,Đầm dạ hội|Quần tây,high,TP.HCM,2021-02-22
283,Khách hàng 283,customer283@email.com,0993179531,Áo cưới|Vest|Áo sơ mi,high,Huế,2021-06-01
284,Khách hàng 284,customer284@email.com,0924749927,Vest|Áo dài|Áo sơ mi,high,TP.HCM,2021-01-20
285,Khách hàng 285,customer285@email.com,0965426567,Đầm dạ hội|Áo cưới,low,TP.HCM,2022-02-25
286,Khách hàng 286,customer286@email.com,0918359252,Váy công sở|Áo sơ mi|Áo cưới,high,TP.HCM,2022-06-16
287,Khách hàng 287,customer287@email.com,0998882576,Áo sơ mi,medium,Huế,2022-06-23
288,Khách hàng 288,customer288@email.com,0981555103,Đầm dạ hội|Vest,medium,Đà Nẵng,2022-07-14
289,Khách hàng 289,customer289@email.com,0996343485,Quần tây|Váy công sở,high,Đà Nẵng,2022-09-17
290,Khách hàng 290,customer290@email.com,0984905122,Vest|Váy công sở,medium,Đà Nẵng,2021-08-19
291,Khách hàng 291,customer291@email.com,0937820354,Váy công sở|Đầm dạ hội,high,Huế,2021-11-21
292,Khách hàng 292,customer292@email.com,0946702849,Đầm dạ hội|Áo sơ mi,high,Đà Nẵng,2021-05-05
293,Khách hàng 293,customer293@email.com,0956323191,Quần tây|Áo sơ mi|Áo cưới,medium,TP.HCM,2021-10-25
294,Khách hàng 294,customer294@email.com,0920607151,Đầm dạ hội,high,Đà Nẵng,2022-03-29
295,Khách hàng 295,customer295@email.com,0937121108,Đầm dạ hội|Quần tây|Áo cưới,low,Cần Thơ,2021-10-05
296,Khách hàng 296,customer296@email.com,0992634772,Quần tây|Đầm dạ hội|Vest,low,Cần Thơ,2021-09-03
297,Khách hàng 297,customer297@email.com,0981275182,Áo dài,high,TP.HCM,2022-10-16
298,Khách hàng 298,customer298@email.com,0965472370,Áo dài,low,Đà Nẵng,2022-04-29
299,Khách hàng 299,customer299@email.com,0910695441,Quần tây,low,Cần Thơ,2021-06-11
300,Khách hàng 300,customer300@email.com,0997313825,Quần tây|Áo cưới,medium,TP.HCM,2021-10-22
301,Khách hàng 301,customer301@email.com,0922007214,Đầm dạ hội|Quần tây,low,Cần Thơ,2021-08-26
302,Khách hàng 302,customer302@email.com,0966087572,Quần tây|Váy công sở|Áo dài,low,TP.HCM,2021-02-07
303,Khách hàng 303,customer303@email.com,0948851599,Váy công sở|Áo cưới,low,Hà Nội,2021-01-10
304,Khách hàng 304,customer304@email.com,0954968591,Áo sơ mi|Váy công sở,low,Đà Nẵng,2022-04-11
305,Khách hàng 305,customer305@email.com,0977674279,Áo sơ mi|Váy công sở|Áo cưới,low,Huế,2021-10-07
306,Khách hàng 306,customer306@email.com,0954383668,Váy công sở,low,TP.HCM,2022-04-15
307,Khách hàng 307,customer307@email.com,0955246430,Đầm dạ hội|Quần tây|Vest,low,Đà Nẵng,2022-08-05
308,Khách hàng 308,customer308@email.com,0995728324,Váy công sở|Vest|Quần tây,high,Huế,2022-03-14
309,Khách hàng 309,customer309@email.com,0922802372,Đầm dạ hội|Áo dài|Áo cưới,high,TP.HCM,2021-05-24
310,Khách hàng 310,customer310@email.com,0945002007,Đầm dạ hội|Vest,low,Huế,2021-08-30
311,Khách hàng 311,customer311@email.com,0950526484,Váy công sở|Đầm dạ hội,medium,Cần Thơ,2022-08-10
312,Khách hàng 312,customer312@email.com,0958258264,Đầm dạ hội,high,TP.HCM,2021-03-05
313,Khách hàng 313,customer313@email.com,0964414096,Áo dài|Áo cưới|Đầm dạ hội,low,Cần Thơ,2022-12-22
314,Khách hàng 314,customer314@email.com,0949599276,Quần tây|Áo dài,high,Đà Nẵng,2022-09-22
315,Khách hàng 315,customer315@email.com,0974180488,Vest,low,TP.HCM,2022-04-11
316,Khách hàng 316,customer316@email.com,0983717007,Áo sơ mi|Đầm dạ hội|Áo cưới,high,Huế,2022-07-05
317,Khách hàng 317,customer317@email.com,0989968863,Váy công sở|Vest|Quần tây,high,Hà Nội,2022-06-23
318,Khách hàng 318,customer318@email.com,0920482769,Áo sơ mi|Quần tây,medium,Cần Thơ,2021-04-25
319,Khách hàng 319,customer319@email.com,0977845324,Váy công sở,high,TP.HCM,2022-08-10
320,Khách hàng 320,customer320@email.com,0969302835,Vest|Váy công sở|Đầm dạ hội,high,Hà Nội,2022-11-28
321,Khách hàng 321,customer321@email.com,0975609379,Quần tây,high,Hà Nội,2022-06-07
322,Khách hàng 322,customer322@email.com,0927709269,Váy công sở|Áo dài,medium,Cần Thơ,2022-03-02
323,Khách hàng 323,customer323@email.com,0972059365,Áo sơ mi|Áo dài,high,Đà Nẵng,2021-01-23
324,Khách hàng 324,customer324@email.com,0939246218,Đầm dạ hội|Áo dài,high,Cần Thơ,2021-03-16
325,Khách hàng 325,customer325@email.com,0918557710,Áo cưới,medium,Cần Thơ,2021-03-03
326,Khách hàng 326,customer326@email.com,0948532662,Áo cưới,low,Huế,2021-07-04
327,Khách hàng 327,customer327@email.com,0996688655,Váy công sở,high,Huế,2022-01-19
328,Khách hàng 328,customer328@email.com,0920770971,Áo cưới|Váy công sở,medium,Cần Thơ,2021-05-17
329,Khách hàng 329,customer329@email.com,0982109613,Váy công sở|Đầm dạ hội|Áo dài,low,Huế,2022-06-26
330,Khách hàng 330,customer330@email.com,0910466177,Quần tây,low,Hà Nội,2021-11-02
331,Khách hàng 331,customer331@email.com,0966925500,Quần tây|Váy công sở,high,Cần Thơ,2022-01-24
332,Khách hàng 332,customer332@email.com,0956460773,Vest,medium,TP.HCM,2021-10-10
333,Khách hàng 333,customer333@email.com,0914324134,Quần tây,low,Huế,2022-09-22
334,Khách hàng 334,customer334@email.com,0919031632,Vest,low,Hà Nội,2022-09-01
335,Khách hàng 335,customer335@email.com,0916533225,Áo cưới,high,TP.HCM,2021-02-15
336,Khách hàng 336,customer336@email.com,0939161379,Áo cưới|Vest,high,Hà Nội,2021-05-24
337,Khách hàng 337,customer337@email.com,0987507357,Đầm dạ hội|Vest|Áo sơ mi,medium,Cần Thơ,2022-11-20
338,Khách hàng 338,customer338@email.com,0998612211,Vest|Đầm dạ hội,low,Cần Thơ,2021-08-15
339,Khách hàng 339,customer339@email.com,0984721440,Đầm dạ hội|Váy công sở,low,Cần Thơ,2021-06-29
340,Khách hàng 340,customer340@email.com,0916292676,Quần tây|Áo cưới|Áo sơ mi,medium,Đà Nẵng,2022-10-21
341,Khách hàng 341,customer341@email.com,0965878146,Áo cưới|Áo sơ mi|Đầm dạ hội,high,Huế,2021-06-02
342,Khách hàng 342,customer342@email.com,0973554620,Áo cưới|Vest,high,TP.HCM,2021-08-19
343,Khách hàng 343,customer343@email.com,0972146184,Váy công sở|Quần tây,low,Hà Nội,2022-07-30
344,Khách hàng 344,customer344@email.com,0927997624,Áo cưới|Áo sơ mi,high,Huế,2021-09-06
345,Khách hàng 345,customer345@email.com,0920612653,Vest|Đầm dạ hội,high,Huế,2022-01-15
346,Khách hàng 346,customer346@email.com,0935566010,Áo sơ mi,high,Hà Nội,2021-10-02
347,Khách hàng 347,customer347@email.com,0915307982,Quần tây|Áo sơ mi,high,Hà Nội,2021-07-12
348,Khách hàng 348,customer348@email.com,0974343201,Quần tây|Váy công sở|Áo sơ mi,low,TP.HCM,2021-12-07
349,Khách hàng 349,customer349@email.com,0925745913,Áo dài|Vest,low,Huế,2021-09-06
350,Khách hàng 350,customer350@email.com,0942122457,Áo sơ mi|Quần tây|Vest,medium,Cần Thơ,2021-11-26
351,Khách hàng 351,customer351@email.com,0997069904,Áo cưới|Váy công sở,high,Đà Nẵng,2021-11-12
352,Khách hàng 352,customer352@email.com,0972546007,Đầm dạ hội|Áo sơ mi,medium,Hà Nội,2022-04-26
353,Khách hàng 353,customer353@email.com,0965556767,Vest|Đầm dạ hội,medium,Hà Nội,2022-07-31
354,Khách hàng 354,customer354@email.com,0912176998,Quần tây,low,Đà Nẵng,2022-07-21
355,Khách hàng 355,customer355@email.com,0930456313,Áo sơ mi|Quần tây|Áo cưới,medium,TP.HCM,2021-12-04
356,Khách hàng 356,customer356@email.com,0942981324,Áo cưới,high,Huế,2022-07-18
357,Khách hàng 357,customer357@email.com,0996126771,Quần tây|Đầm dạ hội|Váy công sở,medium,Huế,2022-04-17
358,Khách hàng 358,customer358@email.com,0932718459,Quần tây,medium,TP.HCM,2022-07-14
359,Khách hàng 359,customer359@email.com,0917882882,Vest|Áo sơ mi,high,Cần Thơ,2021-02-04
360,Khách hàng 360,customer360@email.com,0916511491,Váy công sở,high,Hà Nội,2022-02-27
361,Khách hàng 361,customer361@email.com,0941062464,Váy công sở,high,Hà Nội,2022-12-26
362,Khách hàng 362,customer362@email.com,0977878323,Áo dài,low,Huế,2022-01-18
363,Khách hàng 363,customer363@email.com,0999490304,Áo sơ mi,high,Cần Thơ,2022-05-10
364,Khách hàng 364,customer364@email.com,0984040345,Áo cưới|Áo dài|Quần tây,high,Huế,2021-01-13
365,Khách hàng 365,customer365@email.com,0946875077,Áo sơ mi,high,Cần Thơ,2021-10-21
366,Khách hàng 366,customer366@email.com,0967790557,Áo sơ mi,high,TP.HCM,2021-04-20
367,Khách hàng 367,customer367@email.com,0942342289,Áo sơ mi,low,TP.HCM,2022-09-27
368,Khách hàng 368,customer368@email.com,0920605783,Đầm dạ hội|Váy công sở|Quần tây,medium,Đà Nẵng,2022-02-20
369,Khách hàng 369,customer369@email.com,0940314047,Áo sơ mi|Vest,high,Đà Nẵng,2022-12-02
370,Khách hàng 370,customer370@email.com,0914252622,Quần tây,high,Hà Nội,2022-02-20
371,Khách hàng 371,customer371@email.com,0917531619,Áo cưới|Áo sơ mi,medium,Hà Nội,2022-12-21
372,Khách hàng 372,customer372@email.com,0968238367,Áo dài,medium,Đà Nẵng,2022-08-03
373,Khách hàng 373,customer373@email.com,0940838737,Áo sơ mi,low,TP.HCM,2022-12-10
374,Khách hàng 374,customer374@email.com,0947631028,Áo cưới|Đầm dạ hội|Áo dài,low,Cần Thơ,2022-08-01
375,Khách hàng 375,customer375@email.com,0937804291,Áo dài|Vest|Đầm dạ hội,low,Cần Thơ,2021-05-28
376,Khách hàng 376,customer376@email.com,0931803703,Váy công sở|Áo cưới|Áo dài,medium,Cần Thơ,2021-09-04
377,Khách hàng 377,customer377@email.com,0961518966,Váy công sở|Áo cưới|Áo sơ mi,medium,TP.HCM,2022-12-07
378,Khách hàng 378,customer378@email.com,0923111164,Áo dài|Áo sơ mi|Đầm dạ hội,low,Huế,2021-08-26
379,Khách hàng 379,customer379@email.com,0992391596,Đầm dạ hội,high,Cần Thơ,2022-02-11
380,Khách hàng 380,customer380@email.com,0970471823,Áo dài|Quần tây,medium,Huế,2021-08-22
381,Khách hàng 381,customer381@email.com,0934929311,Áo sơ mi|Áo cưới,medium,Cần Thơ,2022-11-08
382,Khách hàng 382,customer382@email.com,0943077929,Áo dài|Áo sơ mi,medium,Hà Nội,2021-03-26
383,Khách hàng 383,customer383@email.com,0995080736,Vest|Áo cưới,high,TP.HCM,2022-02-03
384,Khách hàng 384,customer384@email.com,0910697290,Đầm dạ hội|Áo dài,low,Đà Nẵng,2022-04-01
385,Khách hàng 385,customer385@email.com,0927784789,Váy công sở|Đầm dạ hội,low,Hà Nội,2021-07-11
386,Khách hàng 386,customer386@email.com,0978778646,Áo cưới|Áo sơ mi,high,Huế,2021-04-16
387,Khách hàng 387,customer387@email.com,0984386123,Áo dài,medium,Hà Nội,2022-09-04
388,Khách hàng 388,customer388@email.com,0949171088,Váy công sở|Đầm dạ hội|Áo cưới,low,Huế,2022-02-02
389,Khách hàng 389,customer389@email.com,0942580349,Quần tây,high,Cần Thơ,2022-06-18
390,Khách hàng 390,customer390@email.com,0932750139,Quần tây,medium,TP.HCM,2021-10-03
391,Khách hàng 391,customer391@email.com,0918491573,Đầm dạ hội|Áo cưới,low,TP.HCM,2022-03-22
392,Khách hàng 392,customer392@email.com,0920324210,Áo cưới|Đầm dạ hội,medium,Đà Nẵng,2021-09-15
393,Khách hàng 393,customer393@email.com,0976545476,Quần tây,high,Cần Thơ,2022-09-24
394,Khách hàng 394,customer394@email.com,0928185096,Áo cưới,low,Đà Nẵng,2021-01-07
395,Khách hàng 395,customer395@email.com,0954230340,Đầm dạ hội|Áo sơ mi,medium,Huế,2021-12-09
396,Khách hàng 396,customer396@email.com,0928270317,Váy công sở|Quần tây,high,Đà Nẵng,2021-11-25
397,Khách hàng 397,customer397@email.com,0933842070,Quần tây|Vest|Áo cưới,medium,Huế,2021-11-23
398,Khách hàng 398,customer398@email.com,0975901885,Quần tây|Váy công sở,high,Cần Thơ,2021-09-06
399,Khách hàng 399,customer399@email.com,0958991556,Áo cưới|Đầm dạ hội,medium,Hà Nội,2022-08-01
400,Khách hàng 400,customer400@email.com,0934149421,Áo sơ mi,high,Cần Thơ,2021-01-28
401,Khách hàng 401,customer401@email.com,0949101812,Áo cưới|Quần tây|Vest,medium,Hà Nội,2022-02-23
402,Khách hàng 402,customer402@email.com,0943914361,Áo cưới|Vest|Đầm dạ hội,low,TP.HCM,2022-03-10
403,Khách hàng 403,customer403@email.com,0974321792,Áo dài|Áo cưới,high,Cần Thơ,2022-02-15
404,Khách hàng 404,customer404@email.com,0914934536,Áo sơ mi|Quần tây|Áo cưới,high,Đà Nẵng,2022-12-20
405,Khách hàng 405,customer405@email.com,0943316996,Áo sơ mi|Quần tây|Áo dài,low,Đà Nẵng,2021-06-20
406,Khách hàng 406,customer406@email.com,0996804457,Áo sơ mi|Áo dài|Váy công sở,high,Huế,2021-12-06
407,Khách hàng 407,customer407@email.com,0944727276,Áo dài|Váy công sở,low,TP.HCM,2022-06-07
408,Khách hàng 408,customer408@email.com,0987206788,Áo sơ mi|Váy công sở|Quần tây,high,TP.HCM,2022-04-02
409,Khách hàng 409,customer409@email.com,0988999206,Áo cưới|Váy công sở,high,Cần Thơ,2021-06-04
410,Khách hàng 410,customer410@email.com,0949652241,Áo dài|Áo cưới,low,Huế,2021-03-29
411,Khách hàng 411,customer411@email.com,0929015320,Váy công sở,high,Đà Nẵng,2021-11-16
412,Khách hàng 412,customer412@email.com,0974817230,Áo cưới|Vest,high,Đà Nẵng,2022-05-03
413,Khách hàng 413,customer413@email.com,0970726434,Áo cưới,high,Đà Nẵng,2021-03-10
414,Khách hàng 414,customer414@email.com,0913031322,Áo dài|Quần tây,low,Đà Nẵng,2022-10-26
415,Khách hàng 415,customer415@email.com,0942737441,Quần tây,low,Cần Thơ,2021-06-28
416,Khách hàng 416,customer416@email.com,0972015859,Vest|Đầm dạ hội|Áo sơ mi,medium,TP.HCM,2022-02-19
417,Khách hàng 417,customer417@email.com,0913918120,Vest|Váy công sở|Áo cưới,medium,Cần Thơ,2021-07-22
418,Khách hàng 418,customer418@email.com,0910597274,Áo sơ mi|Áo cưới,medium,TP.HCM,2021-07-30
419,Khách hàng 419,customer419@email.com,0987490324,Váy công sở|Quần tây,low,Hà Nội,2022-07-04
420,Khách hàng 420,customer420@email.com,0936450861,Đầm dạ hội,medium,Huế,2021-04-27
421,Khách hàng 421,customer421@email.com,0995779702,Quần tây|Áo cưới,high,Đà Nẵng,2022-09-04
422,Khách hàng 422,customer422@email.com,0925331969,Áo sơ mi|Áo cưới,high,Đà Nẵng,2021-12-27
423,Khách hàng 423,customer423@email.com,0949922369,Áo sơ mi|Vest,high,Cần Thơ,2022-08-28
424,Khách hàng 424,customer424@email.com,0952035079,Quần tây,low,Hà Nội,2021-09-02
425,Khách hàng 425,customer425@email.com,0928972822,Áo dài|Vest,medium,Cần Thơ,2022-02-02
426,Khách hàng 426,customer426@email.com,0961500679,Áo sơ mi|Vest,high,Huế,2021-07-10
427,Khách hàng 427,customer427@email.com,0996605343,Quần tây|Áo sơ mi,high,TP.HCM,2022-07-23
428,Khách hàng 428,customer428@email.com,0928830282,Áo cưới,medium,TP.HCM,2021-11-19
429,Khách hàng 429,customer429@email.com,0911286267,Áo sơ mi|Áo dài,medium,Huế,2021-05-20
430,Khách hàng 430,customer430@email.com,0985374270,Váy công sở,medium,Cần Thơ,2022-10-31
431,Khách hàng 431,customer431@email.com,0965784972,Áo cưới|Quần tây,medium,Huế,2022-05-16
432,Khách hàng 432,customer432@email.com,0914142053,Áo dài,high,TP.HCM,2021-10-27
433,Khách hàng 433,customer433@email.com,0982156607,Đầm dạ hội,low,Đà Nẵng,2021-06-22
434,Khách hàng 434,customer434@email.com,0983782999,Áo sơ mi|Quần tây,medium,Cần Thơ,2021-04-26
435,Khách hàng 435,customer435@email.com,0982751830,Áo dài|Đầm dạ hội|Áo sơ mi,medium,Hà Nội,2022-03-28
436,Khách hàng 436,customer436@email.com,0997734330,Vest|Áo cưới|Áo dài,high,TP.HCM,2021-11-01
437,Khách hàng 437,customer437@email.com,0956785209,Áo cưới,medium,Hà Nội,2022-03-26
438,Khách hàng 438,customer438@email.com,0938169370,Váy công sở,low,Cần Thơ,2022-12-07
439,Khách hàng 439,customer439@email.com,0994929036,Váy công sở|Quần tây,high,Huế,2021-06-19
440,Khách hàng 440,customer440@email.com,0986514083,Vest|Váy công sở|Quần tây,low,Đà Nẵng,2022-06-30
441,Khách hàng 441,customer441@email.com,0953440052,Áo sơ mi|Váy công sở,low,Đà Nẵng,2021-10-24
442,Khách hàng 442,customer442@email.com,0965243509,Đầm dạ hội|Áo sơ mi|Áo dài,low,Hà Nội,2021-10-11
443,Khách hàng 443,customer443@email.com,0929628462,Vest|Quần tây|Váy công sở,low,Đà Nẵng,2021-09-11
444,Khách hàng 444,customer444@email.com,0994879557,Áo cưới|Váy công sở|Vest,high,Đà Nẵng,2022-10-05
445,Khách hàng 445,customer445@email.com,0995044078,Áo cưới|Váy công sở,low,Hà Nội,2022-02-17
446,Khách hàng 446,customer446@email.com,0975504221,Quần tây|Đầm dạ hội|Váy công sở,medium,Đà Nẵng,2022-08-19
447,Khách hàng 447,customer447@email.com,0922501261,Váy công sở,high,Huế,2022-10-13
448,Khách hàng 448,customer448@email.com,0963380520,Quần tây|Đầm dạ hội|Áo dài,high,TP.HCM,2022-03-16
449,Khách hàng 449,customer449@email.com,0953334226,Áo cưới,medium,Đà Nẵng,2021-12-12
450,Khách hàng 450,customer450@email.com,0956135950,Áo sơ mi|Vest|Váy công sở,medium,Hà Nội,2021-02-17
451,Khách hàng 451,customer451@email.com,0912185246,Quần tây,medium,Hà Nội,2021-06-11
452,Khách hàng 452,customer452@email.com,0937154689,Áo cưới|Áo dài,medium,TP.HCM,2022-10-28
453,Khách hàng 453,customer453@email.com,0997857309,Vest|Đầm dạ hội,low,Đà Nẵng,2021-09-14
454,Khách hàng 454,customer454@email.com,0997095388,Đầm dạ hội,high,TP.HCM,2021-02-23
455,Khách hàng 455,customer455@email.com,0941426254,Quần tây|Đầm dạ hội,high,Huế,2022-11-03
456,Khách hàng 456,customer456@email.com,0910145801,Quần tây,low,TP.HCM,2022-05-04
457,Khách hàng 457,customer457@email.com,0940358823,Vest,high,Cần Thơ,2022-11-28
458,Khách hàng 458,customer458@email.com,0956113741,Áo dài|Váy công sở,high,Hà Nội,2022-03-09
459,Khách hàng 459,customer459@email.com,0961414775,Vest|Áo cưới|Áo dài,low,Hà Nội,2021-04-15
460,Khách hàng 460,customer460@email.com,0950165370,Đầm dạ hội,medium,TP.HCM,2022-01-27
461,Khách hàng 461,customer461@email.com,0929173414,Quần tây,high,Hà Nội,2022-06-28
462,Khách hàng 462,customer462@email.com,0957135617,Áo dài|Áo sơ mi|Vest,medium,TP.HCM,2022-10-06
463,Khách hàng 463,customer463@email.com,0969375757,Vest|Áo cưới|Áo sơ mi,high,TP.HCM,2021-03-30
464,Khách hàng 464,customer464@email.com,0989131271,Vest,low,Huế,2021-12-26
465,Khách hàng 465,customer465@email.com,0947173969,Đầm dạ hội|Vest,low,Hà Nội,2021-09-12
466,Khách hàng 466,customer466@email.com,0913600310,Áo sơ mi|Váy công sở|Quần tây,medium,Đà Nẵng,2021-07-30
467,Khách hàng 467,customer467@email.com,0962579931,Áo sơ mi|Váy công sở|Vest,high,Đà Nẵng,2022-10-24
468,Khách hàng 468,customer468@email.com,0976422705,Váy công sở,low,Huế,2021-04-26
469,Khách hàng 469,customer469@email.com,0989715904,Áo cưới,high,Hà Nội,2022-06-25
470,Khách hàng 470,customer470@email.com,0927714442,Đầm dạ hội,medium,Huế,2022-08-06
471,Khách hàng 471,customer471@email.com,0933188838,Đầm dạ hội|Áo sơ mi,high,Huế,2021-03-16
472,Khách hàng 472,customer472@email.com,0911851322,Áo sơ mi,low,Đà Nẵng,2021-08-09
473,Khách hàng 473,customer473@email.com,0977996124,Áo dài,medium,Đà Nẵng,2022-10-06
474,Khách hàng 474,customer474@email.com,0963992760,Áo sơ mi|Áo cưới|Quần tây,high,Hà Nội,2022-10-18
475,Khách hàng 475,customer475@email.com,0921220209,Áo sơ mi|Váy công sở|Vest,medium,Đà Nẵng,2021-03-22
476,Khách hàng 476,customer476@email.com,0962443094,Vest|Váy công sở|Áo sơ mi,medium,Cần Thơ,2022-10-12
477,Khách hàng 477,customer477@email.com,0968718382,Quần tây|Váy công sở|Áo dài,medium,TP.HCM,2021-03-01
478,Khách hàng 478,customer478@email.com,0925567455,Áo dài,medium,Huế,2022-09-19
479,Khách hàng 479,customer479@email.com,0911699863,Áo dài|Đầm dạ hội|Vest,low,TP.HCM,2022-12-20
480,Khách hàng 480,customer480@email.com,0956533974,Vest,medium,Cần Thơ,2022-06-14
481,Khách hàng 481,customer481@email.com,0946072958,Đầm dạ hội|Vest|Váy công sở,low,Hà Nội,2021-01-31
482,Khách hàng 482,customer482@email.com,0980310522,Váy công sở|Áo cưới,medium,Hà Nội,2021-09-27
483,Khách hàng 483,customer483@email.com,0971095611,Áo sơ mi|Quần tây|Áo dài,medium,Cần Thơ,2022-01-04
484,Khách hàng 484,customer484@email.com,0932398441,Áo cưới,high,Đà Nẵng,2021-06-11
485,Khách hàng 485,customer485@email.com,0925479814,Váy công sở|Áo dài,high,TP.HCM,2022-06-06
486,Khách hàng 486,customer486@email.com,0942823140,Áo dài,low,Hà Nội,2022-04-29
487,Khách hàng 487,customer487@email.com,0914746418,Áo cưới|Vest,low,Cần Thơ,2022-11-03
488,Khách hàng 488,customer488@email.com,0965869014,Vest|Đầm dạ hội,low,Đà Nẵng,2021-10-05
489,Khách hàng 489,customer489@email.com,0926025721,Áo sơ mi,medium,Cần Thơ,2022-11-21
490,Khách hàng 490,customer490@email.com,0979226031,Vest,low,Hà Nội,2022-02-15
491,Khách hàng 491,customer491@email.com,0951701149,Áo cưới,medium,Đà Nẵng,2021-03-30
492,Khách hàng 492,customer492@email.com,0949137230,Áo cưới|Áo dài|Đầm dạ hội,low,Cần Thơ,2021-11-08
493,Khách hàng 493,customer493@email.com,0989415412,Áo sơ mi|Vest|Áo cưới,medium,Huế,2021-07-20
494,Khách hàng 494,customer494@email.com,0965034115,Áo sơ mi|Vest|Quần tây,low,Hà Nội,2021-08-27
495,Khách hàng 495,customer495@email.com,0910196231,Đầm dạ hội|Quần tây|Áo dài,medium,Huế,2021-11-11
496,Khách hàng 496,customer496@email.com,0941966313,Vest,high,Huế,2022-05-19
497,Khách hàng 497,customer497@email.com,0947557512,Vest,high,Hà Nội,2021-02-14
498,Khách hàng 498,customer498@email.com,0965439545,Váy công sở,high,Đà Nẵng,2022-04-15
499,Khách hàng 499,customer499@email.com,0927919925,Áo dài|Áo sơ mi|Váy công sở,high,Huế,2021-03-18
500,Khách hàng 500,customer500@email.com,0927543369,Áo sơ mi|Áo dài|Áo cưới,high,TP.HCM,2021-10-26
